url,server_jsonld,js_jsonld,has_product,has_offer,identifiers,ident_gtin,ident_brand_mpn,policies,policy_structured,policy_link,policy_structured_on_policy_page,specs_units,productgroup,product_score,family_score,has_rating,rating_value,rating_count,rating_value_fallback,rating_count_fallback,rating_source_fallback,error
https://www.hornbach.se/p/slangklamma-19-28mm-2st/10041813/,1,0,1,1,1,1,0,1,0,1,0,0,0,85,0,0,,,,,,
https://www.bygghemma.se/inredning-och-belysning/garderober-och-forvaring/garderobsinredning/vaggsystem-garderob/hyllsystem-elfa-kit-plugg-in/p-1672131,1,0,1,1,1,0,1,1,0,1,0,0,0,77,0,0,,,,,,
https://www.elgiganten.se/product/sport-fritid/sport-fitness/kettlebell/thor-fitness-hyllsystem-140cm-kettlebellhexhantelhylla/738179,1,0,1,0,1,1,1,1,0,1,0,0,0,70,0,0,,,,,,
https://k-bygg.se/produkt/hyllsystem-eb-74-45-mesh-vit-elfa-744590/7315497445900,1,0,1,1,1,1,0,1,0,1,0,0,0,85,0,0,,,,,,
https://www.hornbach.se/p/hyllsystem-precit-for-snabbmonterad-container-200x42-cm/10455798/,1,0,1,1,1,1,0,1,0,1,0,0,0,85,0,0,,,,,,
https://www.clasohlson.com/se/Golvplattor-trall%2C-brunlaserad-gran%2C-4-pack/p/31-8765,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,1,4.5,55,,,,
https://www.kjell.com/no/produkter/smarte-hjem/smarte-hjem-losninger/aqara-smarte-hjem/aqara-t1-innfelt-zigbee-fjernstrombryter-med-noytralleder-p51556,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,0,,,4.5,0,inline_js,
https://www.byggmax.se/trall-rillad-brunimpregnerad-28x120-p08728121,1,1,1,1,0,0,0,1,0,1,0,0,0,65,0,0,,,,,,
https://www.bygghemma.se/hus-och-bygg/byggmaterial/trall-och-trallvirke/tryckimpregnerad-trall/trall-landskap-impregnerad-28x120-mm-ntr-ab/p-1893696,1,0,1,1,1,0,1,1,0,1,0,0,0,77,0,0,,,,,,
https://www.rusta.com/sv-se/tradgard/tradgardsdekoration/trall-och-konstgras,1,0,0,0,0,0,0,1,0,1,0,0,0,30,0,0,,,9.36,22,inline_js,
https://www.elgiganten.se/product/tjanster-tillbehor/diverse-tillbehor/fjarrstyrt-centrallas/242989,1,0,1,0,1,1,1,1,0,1,0,0,0,70,0,0,,,,,,
https://www.biltema.se/fritid/tradgard/golvplattor/komposittrall-2800-x-145-x-21-mm-ljusbrun-0406-m2-2000046033,0,1,1,1,1,0,1,1,0,1,0,0,0,72,0,0,,,,,,
https://k-bygg.se/produkt/trall-gapro-sibirisk-lark-28x120mm/7322014911008,1,0,1,1,1,1,0,1,0,1,0,0,0,85,0,0,,,,,,
https://www.hornbach.se/p/tryckimpregnerad-trall-brun-rillad-vb-ntr-ab-28x120x4200-mm/10005523/,1,0,1,1,1,1,0,1,0,1,0,0,0,85,0,0,,,,,,
https://www.clasohlson.com/se/Rorisolering/p/44-1375-12,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,1,4.5,30,,,,
https://www.kjell.com/no/produkter/elektro-og-verktoy/verktoy/tenger-kabelskotenger/manuell-avisoleringstang-p40182,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,0,,,4.0,0,inline_js,
https://www.byggmax.se/rörisolering-1215-13-p21260,1,1,1,1,0,0,0,1,0,1,0,0,0,65,0,0,,,,,,
https://www.bygghemma.se/hus-och-bygg/byggmaterial/isolering/stenull/drevremsa-tecca-t-drev-premium-expanderande/p-1262950,1,0,1,1,1,0,1,1,0,1,0,0,0,77,0,0,,,,,,
https://www.mekonomen.se/biltillbehor/forbrukning/forbrukningsmaterial/ljudisolering,1,0,0,0,0,0,0,1,0,1,0,0,0,30,0,0,,,,,,
https://www.elgiganten.se/product/hem-hushall-tradgard/verktyg-maskiner/diverse-verktyg/tru-components-1563959-isoleringstejp-set-svart-l-x-b-10-m-x-15-mm-3-st/345768,1,0,1,1,1,1,1,1,0,1,0,0,0,85,0,0,,,,,,
https://www.biltema.se/bil---mc/biltillbehor/ljudisolering/ljuddampningsplatta-500-x-400-x-20-mm-2000058348,0,1,1,1,1,0,1,1,0,1,0,0,0,72,0,0,,,,,,
https://k-bygg.se/produkt/syllisolering-polyetencellplast-10x195mmx50m/7330295171868,1,0,1,1,1,1,0,1,0,1,0,0,0,85,0,0,,,,,,
https://www.hornbach.se/p/isolering-byggmatta-p36-isover-glasull-95-x-1200-x-5500-mm-6-6m/5207233/,1,0,1,1,1,1,0,1,0,1,0,0,0,85,0,0,,,,,,
https://www.clasohlson.com/se/Stor-musmatta%2C-skrivbordsunderlagg-konstlader-90-x-40-cm/p/39-3055,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,1,4.5,67,,,,
https://www.kjell.com/no/produkter/data/datatilbehor/dokkingstasjon/plexgear-multiadapter-for-thunderbolt-3-space-gray-p61430,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,0,,,4.5,0,inline_js,
https://www.byggmax.se/underlagstäckning-tjb-yep-2200kk-p6303142,1,1,1,1,0,0,0,1,0,1,0,0,0,65,0,0,,,,,,
https://www.bygghemma.se/hus-och-bygg/plattsattning-och-underhall/fix-och-fog/fogmassa/fogmassa-danalim-dana-acryl-extra-505-300-ml-vit-akryl-svanenmarkt/p-2009620,1,0,1,1,1,0,1,1,0,1,0,0,0,77,0,0,,,,,,
https://www.rusta.com/sv-se/fritid/husdjur/hundmatskalar/matskalsunderlagg-for-husdjur-48x30-cm-blandade-farger,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,1,4.9,10,,,,
https://www.elgiganten.se/product/mobiler-tablets-smartklockor/mobiltillbehor/mobilskal-mobilfodral/skalo-motorola-edge-30-pro-armor-thunder-skal-bla/466200,1,0,1,0,1,1,1,1,0,1,0,0,0,70,0,0,,,,,,
https://www.netonnet.se/art/lego/lego-technic/lego-technic-monster-jam-thunderroarus-med-pull-back-42200/1052689.21732/,1,0,1,1,1,1,1,1,1,1,0,0,0,85,0,0,,,,,,
https://www.biltema.se/kontor---teknik/kontor/kontorsforvaring/skrivbordstillbehor/skrivbordsunderlagg-svart-65-x-45-cm-2000064305,0,1,1,1,1,0,1,1,0,1,0,0,0,72,0,0,,,,,,
https://k-bygg.se/produkt/fonsterbleck-armat-svart-under-granite-r32-1302000mm/7331675045045,1,0,1,1,1,1,0,1,0,1,0,0,0,85,0,0,,,,,,
https://www.hornbach.se/p/undervattenslampa-paulmann-underwater-spotlight-plug-shine-4w-260lm-3000k-hxo-120x200mm-ip68-230-24v-svart/6781704/,1,0,1,1,1,1,0,1,0,1,0,0,0,85,0,0,,,,,,
https://www.clasohlson.com/se/Golvstod-Svart-Cotech/p/51-2286,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,1,1.0,1,,,,
https://www.kjell.com/se/produkter/smarta-hem/temperaturstyrning/smarta-element/mill-gen.3-golvelement-med-app-1200-w-svart-p52211,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,0,,,4.5,0,inline_js,
https://www.byggmax.se/golvskyddsplåt-p6713022,1,1,1,1,0,0,0,1,0,1,0,0,0,65,0,0,,,,,,
https://www.bygghemma.se/kok-och-bad/badrum/toalettstol-och-wc-stol/golvstaende-toalett/toalettstol-burlington-p5-standard-440-mm-med-mjukstangande-sits/p-1880518-1880522,1,0,1,1,1,0,1,1,0,1,0,0,0,77,0,0,,,,,,
https://www.mekonomen.se/volvo/v60/reservdelar/karosseridelar/golvplat,1,0,0,0,0,0,0,1,0,1,0,0,0,30,0,0,,,,,,
https://www.rusta.com/sv-se/hem-och-inredning/gardiner-och-tillbehor/gardinlangder-kim-135x220-cm-hasselnot-polyester-2-pack,1,0,1,1,0,0,0,1,0,1,0,0,0,65,0,1,4.6,37,,,,
